query_id,query
-8769611837514995958,when did arvs become available in south africa
-8708933206162270716,where did the phrase just do it come from
-3949396730621369145,a system of business in which one company owns businesses in each step of the manufacturing process
-1096003340145820006,when was the treaty of fort laramie signed
5924337594548903053,where do light dependent reactions of photosynthesis take place
-5006003472085768921,what is the medical term for sweating blood
3059240691886327940,who plays the cowboy in the big lebowski
-4800181950570594152,what did people in montgomery alabama do to oppose segregation
5329604473337272651,what is the academy award statue made of
-159199657187143020,who played whoopi goldberg sister in the color purple
-8928041027971227788,travis scott birds in the trap sing mcknight meaning
-2887901492296989296,where does the last name jeffrey come from
-7845057389325764279,which state has the most national parks in india
7631822659199091528,who voices the girl in the lego movie
-9120022201243773229,what is the main function of the pcl in the knee
5977582780221052329,the peace conference ending the russo japanese war took place in which country
7204159175074276062,ripple carry adder and carry look ahead adder
-667562609978963073,which idea best describes an element of an unlimited government
-2042565801912825598,what part of the bay area is san jose
1765049836753003975,where did the red wings play before joe louis
-1383108852174369811,when was god added to pledge of allegience
8252503591443640228,who or what was responsible for the end of reconstruction
-5186567985201722999,whose version of 'house of the rising sun' topped the charts in1964
1926892641961116906,who is the founder of english in india
-3509383415901732022,when did the soviet union exploded its first atomic bomb
4470614001962664650,when will season 2 handmaid's tale be released
4338311417049605804,when does i'm a celebrity get me out of here on
8516965290871731631,what do you mean by the rowlatt act
-3645284908916086100,when does the star of milos take place
1912075917808114714,mt st helens height before and after eruption
3788556654881156549,who broke the oakland a's winning streak
-9062680986489011801,what is the elevation of myrtle beach sc
5085138625129189177,where was hello my name is doris filmed
1456467915355802324,who wrote the wealth of nations john maynard keynes friedrich engels adam smith milton friedman
69525482951829164,who are included in the house keeping department
1798617304289570979,who established the first afghan dynasty in india
2977775291023327879,when do benson and stabler become partners again
4395032459462601193,why does the flag of hawaii have the union jack
2673888793659367958,where does the duodenum end and the jejunum start
-8307861579211479957,which of these provides evidence of the common ancestry of life
8748928768700128063,who did we fight in the world wars
3930048632951816746,who stars in the new mamma mia movie
8901327945717624403,who has a dog called snowy and is friends with captain haddock
1137447052630021704,how many episodes of one pieve are there
-8183648773129020509,i'll be here from ordinary days lyrics
-1151893552944880916,who plays captain kirk in new star trek
-2136478201797776674,who is the midget in the bad touch
3380426625936167836,who played the lead in fiddler on the roof
-7436842217005227530,list of all games on the nintendo switch
8043510563069079669,who sings backup on i want to know what love is
1594734924096113678,when did the world war 2 draft start
5661743784686661926,who sings the song in fifty shades of grey
-82129360662769856,who was the dewey decimal system created by
4429897991433583002,only fools and horses the sky's the limit
8465824520868442497,the first article of the texas constitution concerns
-4388697339563361119,when did the first and second world war start
6437145143287216127,what is the education system in japan like
3284639783860060066,where did glenn miller perform his final concert
9001112889503046241,when did the spanish go to the philippines
6275013793814399747,who developed the first classification system for living things
7338612197578555194,who did the french revolt against in 1789
-6796342470088040986,who made call of duty black ops 2
302685735582273696,rolling stones can't you hear me knocking album
7249160985556850224,who is scarlett o'hara's second husband in gone with the wind
463082505135570968,the french gained control of louisiana because they
5733787053155245501,what does raca mean in matthew 5 22
-1860589994088273843,what happened in the end of silent hill
-6504915323965812071,who is running for senate in nevada 2018
7478527388960656475,who voices stacy in boss baby back in business
6896681704076736308,when was the first escalator installed in zambia
5765144428063947177,who was the girl that helped the grinch find his heart
6894390283116784366,who was the democratic presidential candidate in 2004 answers.com
-2260563478528893908,what is the red thing on mailboxes for
-4878049995591914175,who sings the song these are a few of my favorite things
6311282504037311099,gentamicin belongs to which class of antibacterial agents
-1043862452274321755,where was the first mardi gras in the us
-1747018401660676260,what is the channel number for hallmark movies and mysteries
-2176841346641996646,whoop whoop that's the sound of da police
-7248794058895285706,who has the most punt and kick returns for touchdowns
-3539141726496930055,according to social control theory crime is a result of weak or broken social bond
-3321662902297171132,the arabian horse is an example of what type of breed
-3065892528242781847,what is legal weight of a tractor trailer
2424577451983937360,where is the kola peninsula located on a map
-4439885871256939841,where did most sumerians live after about 3000 bc
2267087148792376593,who are on the tapes for 13 reasons why
-4718714150019985655,what does the name tracey mean in english
-6450523744163645119,shah jahan and the zenith of mughal architecture
382139268768744272,the kapil sharma show season 5 episode 125 cast
-5977431327124100373,canada is the second largest country in the world
6314925016992365482,what did the united states look like in 1783
-3622352153702828893,when did the black panther comic come out
2549205115517342058,who got the most rebounds in nba history
564359802384614828,how many wins did earnhardt have at daytona
1010077060058167991,who wrote the words to the song taps
-9030233868865274834,if demand change is minimal with a small change in price the demand is
102434121236405301,new york subway 6 line stop at city hall
-1776560571920392840,how many lord of the rings films were there
-4283389229356383233,who is lee in sleeping freshmen never lie
-4334123446573057582,what is the main source of revenue for counties
949845772498201376,what happened to the older siblings in narnia
-843953031107150928,over which bridge is the london marathon run
-8864832966695170861,which is an example of the jim crow version of separate but equal
5675610460253638783,is it legal to smoke weed in new zealand
-8626387864583301730,on the inside of the lascaux caves we see images of
-7888564928772253318,if born in the us are you a citizen
-4412544862143434930,who has been awarded business personality of year at asian business awards 2018
1474155784643428698,who sings at the end of gran torino
8441424824931146342,who played the game show host in like father
791710855444627066,what is the function of the stratum lucidum
-5057962651631873577,who is the oldest nfl player to ever play
-3760575315729888172,george costanza believe it or not answering machine
-8646003242125426743,what does animal style mean at in-n-out burger
-1373972361856191398,soon you will see you were meant for me and i was meant for you
8293061172841864316,where did the last name fox originate from
-1958739909830757205,which of the following is an example of nonvolatile​ memory
2529317281373318664,what is the host nation of the 2004 summer olympic games
145413528181190160,who has the most blocks in one nba game
3895691647412941306,who played jesse's mother on full house
6624240847298056972,list of countries trying to join the eu
2087382327769610278,effect of oil and gas industry on the environment
789315125585290229,who wrote the words to the national anthem of barbados
-5123954696377518516,which of the following was part of the fugitive slave act
-46767435916962845,who sang the song like a rhinestone cowboy
5378317517777047330,what are the advantages and disadvantages of single linked list
-4054626246191791167,which of the following is an example of nosocomial infection
-8849115824565690077,who came to victoria to mine for gold in the 1850
3084740088930174215,2 common recycling programs in many u.s. cities
4821781499953412567,what is tha old name of tha city bhopal
1616564511119007495,the two chambers of elected national representative in nigeria are called
-9186970961698860450,why did the angel of destiny take leo
-2373829608056367994,game of thrones season 1 cast ned stark
-533912493334724373,how much seat required to make government in karnatak
-3261701461629001645,a series of unfortunate events the end explanation
5326241059297213737,sariska national park is located in which state
1459305146682058509,why is mohenjo daro considered one of the most advanced cities of its time
6206118939127494892,who made the pga tour from the web.com tour
6384100018998131832,who married ted on how i met your mother
-7254832273368040804,where was olaudah equiano born barbados england africa brazil
967810507110594372,who won favorite television actress at the 2011 kids' choice awards
6712849773730347910,who was the owner of the union pacific railroad
-4416974035041480492,in the context of fundamental right give one example that india is a secular state
7218196277291779878,who are the longest serving managers in the premier league
-8966355192111092075,ashoka trust for research in ecology and the environment (atree) india
3366606900654441491,who plays mary's husband on little house
-8568447034125906304,when will game of thrones season 7 will be aired
5733996093991238136,what is the current crr rate in india
6329023642110902332,who has done the grand slam in golf
-9188476391916761412,who did the united states purchased the louisiana purchase from
-2548885541211769455,how does the middle 8 work in rugby league
-3929831823334384566,where did the name american football come from
5297325306356705195,how many episodes of topsy and tim are there
-3674265479539344506,i don't understand the ending of solaris
-8890831500461975525,who were the generals of the battle of bull run
5112593061627270064,how old are noah and allie in the notebook
-3725203258952186952,which country is not in the top 10 for female representation in national parliaments or congress
-4502340126174511042,what happened at the end of season 3 of gotham
651588120109291799,name the three factors that greatly supported agriculture in pakistan
-8425473094059739627,great birnam wood to high dunsinane hill meaning
2637855140038444591,when did nigeria changed from right to left driving
-1753517720339616800,u.s. district court for the central district of california pomona
490304260776229191,where did the florida keys get its name
-8528404290477522301,pakistan’s city wazirabad is known for the industry of
1712460334328567571,black knight the man who guard me wiki
7761645185691367022,when did the big earthquake happened in california
1917023269671815468,conductor in the man who knew too much
1120910027749566987,should average rate of return be high or low
4523163627069770265,why are there 14 elements in the actinoids and lanthanoids
-5162048787296756278,what are the dimensions of the galaxy s8 plus
-6960471868462781743,where was the movie father of invention filmed
607993513536249793,who does miranda marry in grey's anatomy
3742935087110920859,where was opening scene of sound of music filmed
5141600745238577457,who is the oldest nhl player still playing
-353667838151637307,how many episodes of agents of shield are there in season 5
3454759980848907152,what is the most common type of sedimentary rock
5077536311932177067,will there be a my little pony season 8
-5357708523178035794,in any test of hypothesis to reject the null hypothesis is to
4439638100685305249,who holds the record for the most double centuries in first class cricket
-4307757484959184172,who won the gold medal for mens hockey
5814305226965176292,which verses of this psalm are quoted less often than the others
2994614894496405367,who were the main characters in the wizard of oz
-3092365830650824297,what happened on the last episode of law and order
-5724290430361919178,who sang what a feeling in the 80s
-1537413079715913697,heard it through the grapevine california raisins commercial
2717208607624390310,the us economy is based on the idea of
7593160585666173927,national consumer voice for quality long term care
-5720549013665603613,what are two methods in article v of proposing constitutional amendments
5152454385305714260,what is the name of the miller's daughter in rumpelstiltskin
8290155767719703606,what kind of car did they drive in miami vice
-5647815550087045351,where is downton abbey supposed to be located
150206573165887506,how much did hms victory cost to build
-7674410273759382169,what key contribution was made to photography by robert capa
33669660457835140,the last of the mohicans starring randolph scott
4472677562257642551,when do the new tax laws become effective
9199877038193135781,who plays the bartender in despicable me 3
4872590783415206799,new hampshire on a map of the us
-3843023422468182692,heidegger origin of the work of art summary
-7331174571053163445,who coined the phrase nice guys finish last
640113089492156332,the system of doctor tarr and professor fether pdf
562267940317886300,who won the battle between monitor and merrimac
4187574208107208797,what are three similarities between buddhism and hinduism
-8604824996189856384,where are the detroit red wings moving to
-5197831980554077024,when was the volcano built at kings dominion
-5427889739868748127,who was the first african american woman photographer
7665384190820682169,who wrote screenplay of in search of lost time
-5867182159978371996,the doctrine of equity and the substance of english common law
-5855974609927044477,farc and the eln emerged as revolutionary groups in 1960s france
7100526882220359040,what is the citizens united v. fec case
-7581046140806897739,how far does a ship travel at sea level in the panama canal
-3207277367973113627,wait in the water god's gonna trouble the water
7059231321033275744,who wrote kyla's song on the voice
-2044603858876353893,what is the main airport in washington dc
-5620207804397193728,where did the second vatican council take place
4017739193727143178,factors that influence the susceptibility of a host
-5192057921046583772,who owns once upon a time in shaolin
1713149343950304475,where are white lions found in the world
9199582356106576464,what is the active ingredient in vicks vapor rub
-8773309815424104266,clans come in three types matrilineal patrilineal and
7169325175278764811,which of the following is not a step prior that occurs in the nucleus
4709704848752282016,who sings the song in the bubbly commercial
2089625036497526744,who won the series between the red sox and yankees
-5722240199896746259,ben 10 ultimate alien episode 1 full episode in english
463532973781967906,which of the following was the most significant effect of the war of 1812 on south carolina
-3945389913686685390,on the run 2 jay z and beyonce
-1884738089463084537,what is the meaning of 7 star hotel
6381427855403551701,is axl rose the new lead singer of acdc
7261582520787993913,relation between si and cgs unit of charge
3404488345768869109,how many times have brazil won the olympics
5257222421080313177,war of the worlds description of the martians
-8250189370121213504,when was all india radio renamed as akashvani
7387768861597232763,a tale of two cities it was the best of times it was the worst of times meaning
3704970383034596353,what is the air pressure at the top of mount everest
6312427107248718556,total number of competitors in commonwealth games 2018
2804000310589413686,then i'll huff and i'll puff and i'll blow your house in
-7341841503152757224,what is the retirement age in france now
8960890988233539988,is us marshals and the fugitive the same movie
6419019200757198973,who was involved in the open door policy
-7197973287207516258,who has the record for most subscribers on youtube
4974241894204034007,who played mr tucker on andy griffith show
-8363680813147698878,which countries in the southern hemisphere are labeled part of the north
3098676642560266620,who plays sheldons sister on big bang theory
1426306797860484703,what is the song iris by the goo goo dolls about
8359081739325968532,how many dams are in the colorado river
-5437485381602497786,where does deus ex mankind divided take place
-5053649164871287725,fraud in the inducement will render an agreement void
-7181140093234333069,how many managers have won the premier league in their first season
3268634509003480092,what do drone bees do in the hive
-8875650725050591857,who did the night they drove old dixie down
-95407864212789948,when was we're not gonna take it written
-2628357400546790407,the fast and the furious films in order
-8637636362049967037,where do the southern ocean and indian ocean meet
5083109240960384110,one can use the following to replace salt as a seasoning
4016900973232110404,when does the new contortionist album come out
3000518395343251213,how old is the girl in stacy's mom video
-2521225993013867797,where was the movie anne of green gables filmed
4962116116683080885,who does the voice for olaf in frozen
-3448166037141944854,who is the prophet referred to in the shahnama
-8662402101495958094,why did the vikings often have a dragon carved into the bow
7105550231026063554,when did mamma mia film first come out
1440733746816035452,what is the cost of a boeing dreamliner
2359746949991805752,when do new stranger things episodes come out
319270032612435009,when did the first air jordan come out
-5983068261652976378,who plays the doctor in death becomes her
7004389287738225947,the minimum frequency required to cause a current to flow
-7204471530239025366,where did the term chop chop come from
-4563223105518226657,what is the meaning of et tu brute
538021122281618833,what are the roles of a system analyst
-7403419119762970694,when did the sound of music first come out
-4928059039119934255,when does season 5 of the fisters come out
-297151260903965869,who has had the most no 1 singles in the uk
-1166860435941379379,can you play 2 positions in the nfl
256384917768807667,singer of how far i'll go in moana
-264098662738579805,when is haters back off season 2 coming on
1591241936853027537,when was clifford the big red dog made
-4291313629857629063,who played matron in the carry on films
-7070444134924234803,who won the last season of the voice coach
-6550640435239249321,where is the museum of modern art located
-3233671580953434768,where was the house in 10 things i hate about you filmed
-3483288463510419327,can the president make an executive order without congress
-3080246782558138609,can you legally change your gender in canada
8117949615786389296,what of gdp does the us spend on defense
6107683449211755901,who played the young tom riddle in harry potter
8116704011659805262,where does the cane toad originally come from
-8520151304931409858,how many times has penn state won the national championship
-8848034975385251868,tomorrow when the war began season 1 episode 2
-1266524571143856366,how to get away with a murderer season 4 therapist
7511722617109227689,which one of these plasma proteins is not made in the liver
-2817375316688479823,list three discoveries made by the voyager space probes
-823558109630013403,3. in the mahabharata who was the eldest of all the pandavas
5263950277970513048,who plays joffrey in the game of thrones
5741088590384248463,who played carol's boyfriend sandy on growing pains
7245373412806135743,what is nota in indian election in hindi
-3747176951718220222,who is being referred to in the auld lang syne
2443052544304516751,names of heroines buried at zimbabwe national heroes acre
-2519156458413024961,when was guru nanak public school founded in ludhiana
-6550342352426805592,what's the meaning of the name jessica
-4543285762086089331,system shock 2 what does osa stand for
-197354964788513740,when does season 3 of legends of tomorrow come out
-1611767580422002848,where did the battle of singapore take place
-4100053979136862252,what does the word evil mean in the bible
4866693393943479910,when was the sound of music first performed on stage
-5098102588619085266,what is the story behind cartier love bracelet
-2730455966878304274,what language do they speak in the czech republic
5783512754465103742,what is the meaning of stamps in hindi
-3057870656509531911,who is cosatu and what do they represent
-2245162052995011272,describe the system in your organisation and the documentation that support it
6618472509412490254,what period of earth's history are we in
6816857430342040781,who was the female lead in top gun
-2375091520893582321,does it cost money to get into canada
4681066416624222245,orange is the new black what did suzanne do
843214961395533734,can you see whales in the baltic sea
1018749983708460276,who is the tallest person in the world and how tall are they
3553055817075013482,1951 un convention relating to the status of refugees
-6476781166956171515,i'd like to spend some time in mozambique lyrics
-4916817572684322562,when is odd squad season 3 coming out
4578290815600706141,the early republicans (who evolved into today's democrats) were led by
-7704655298390317014,when was the last time the vikings went to superbowl
-7389483247064958493,who protects the tomb of the unknown soldier
6735611700687719020,1798 the sedition act is passed by the u.s. congress
-2465685978964515615,can you have two surnames in the uk
6596852637660325033,the leader of iraq during the persian gulf war was
5851337365362053230,what happened to the owners of the triangle shirtwaist factory
2608748299546722518,what is the function of t helper cells
1764978575589168758,when is the cell considered to be at rest
-6087074138708455426,has there been earthquakes in australia in the last year
-2093777857603129318,who is eligible for canada old age security
2573169506682460230,how old do you have to be to go to a gun range in massachusetts
5837617236497545650,who made the first ball point pen in 1894
-2923099231961605209,who got out on project runway all stars
-5907428535059834356,from what country did panama gain independence in 1903
4738266838877252266,when do they stop the clock in football
-2771853224645370836,list of all wide receivers in the nfl
8233016425421889124,which of these is a major river in colombia
3903155178592599702,what does it mean when something is cannon
-1098601072324418263,what happened to jack from on the buses
-4341043303624948665,who wrote the hymn just as i am
3314729644732586405,when does season 3 gotham start in uk
-1966320005472280798,who presents the green jacket to a repeat winner
2549492312979622965,who played in the world series in 1980
-5261871800699608965,government of india introduced the right to education on
-4488406213201466661,who had taken a famous hat trick against pakistan
2955328070995310039,when is the new season of the simpsons coming out
-4741742238053994072,when did easy like sunday morning come out
1490935806038299528,who sings kansas city kansas city here i come
-8564928611527540041,what's the difference between a battalion and a regiment
7741387357303652822,what is the largest lake in new zealand
-6651624403359557089,who did the delegates at the constitutional convention chose as their leader
-7726836689755641597,who killed macbeth in william shakespeare's play
4409569681517617000,where is the indian subcontinent located and what type of landform is it
-3018155545507689376,the theory that emphasizes the dynamic nature of the family is the
-2124943865389795524,hexagon is a polygon with six sides and six
6336339321478748801,what is the 6th amendment of the constitution
3806853111452090879,where did the last name daniel come from
-6963075547434673208,when was the last time the houston rockets were in the western conference finals
-7244739363483959295,who plays ethan in when we first met
3352954521719804319,what is the importance of the fertile crescent in the development of religions
-9086619123676232242,who plays daniel in descendants of the sun
2377384854455396721,directions to raleigh north carolina from current location
8610758141984337841,where is the big brother 19 jury house located
8076730224693248163,why is the real mass of an object different from the mass measured in air
-1076057531178266238,where is the arkansas river located in colorado
-1103554077661822274,who wrote scary stories to tell in the dark
2355948668889172709,history of living faith church aka winners chapel
6107744065426426142,in a christmas carol what was bob cratchit's oldest daughter's name
5282434309750734252,the railway budget was separated from the general budget in the year
-8123271698878210065,who was last person to be hung in uk
3819624518908939883,paloma faith make yiur own kind of music
7728929035460088094,which episode does mike ross get out of jail
-2665448476887422020,who won gold medal in commonwealth games 2018 in badminton
2617983715465535540,where is bagram air force base located in afghanistan
-1488920003195583137,who played the father of robert the bruce in braveheart
8937799392138716413,who is the current texas comptroller of public accounts
648512067235558454,which of the following types of models could be used to represent a cell
-1244999325919081621,ps i love you black and white movie
-234602573821659711,who is the blonde guitarist in this is it
2874361373184981562,who played rocket in planet of the apes
-5025292775649177086,sagar group of institutions (sistec) bhopal madhya pradesh
2838276877724702425,when do the all red 12 come out
6664728896530807681,who plays spider in blood in blood out
8593554857525566067,when did the silver threepenny piece go out of circulation
-3099714453746962128,when may an intervening cause absolve a defendant of criminal responsibility
-7307782329718839962,where do you find famous niagara water falls
-2503179989599872711,where does the word music come from apex
-1127705510318242846,what is the time between afternoon and evening
1446143713199658242,who played harley quinn in the suicide squad
4347245349372223886,blessed are you lord god king of the universe
-4119059375099251191,most points scored in a quarter nba history
2085445508407899282,where is the angel oak tree located in south carolina
-4910738789516249041,no news is good news with gary gnews
-2725940010462964946,what are the five services held on yom kippur
-4753687913669554396,when did the house of windsor come to power
181484681971861581,what type of bomb was used in london
1473637096113258426,where was rockin around the christmas tree written
-279770337812755150,who plays sled in secret of the wings
4697816389704341772,what kanye west song starts with a piano
1394786819780533128,the city of was a major center of book production in the gothic period
5037246049190270444,who is the next king or queen of england
3843278360096368780,owls sleep during the day and are awake at night because of their kind of
-7473419874891146415,the politics of experience and the bird of paradise
-8268731771917430259,what kind of gun does dirty harry use
2042063172454830096,when did speed limits start in the us
1570423536031108164,what happens at the end of the natural
-5028825576380304289,when's the last time it snowed in miami
4100117571712902661,how do you get to history on iphone
-2021454546414607066,notable egyptian leaders who shaped the history of egypt
-6906863517653665609,who played dueling banjos in the movie deliverance
5144765284694516156,who came up with the show the voice
6709349913690237888,who drew the boundary between india and pakistan
-7077714513389402999,where do the names carver and washington come from
-8137050165907192062,who is the cast of my two dads
-6876473254122261548,who were the first european settlers in the west
3665234875640877778,who played john ross ewing in the original dallas
-1659453931684324178,who was the last person executed in illinois
-7926807863809596238,where are they going where have they been
2434129910463807251,when did humans begin to live in las vegas
1042658853741103528,when did the battle of hong kong start
3385056004245795351,nearest metro station to krishna nagar east delhi
162810238202123044,where do i find the gateway ip address
3810682671285924019,who sang little boxes made of ticky tacky
126388495898924458,when did north korea split from south korea
5234147407086057737,who was the chief minister of mp during bhopal gas tragedy
4514615667125007658,who plays frankies sister in grace & frankie
-4866120783858662984,when does season 5 episode 6 the 100 come out
-6507232142374799121,how many amps are in a transmission line
6781055815801988911,who created the first monopoly of goods in america
-4751308489451294121,was jessica tandy idgie in fried green tomatoes
-4398299055798084162,when is the last time brazil won the world cup
7752652390083576358,what emmys did game of thrones get nominated for
-2908370255953603445,the impact of poverty on business operations wikipedia
7674411010077346778,where is the name jaden found in the bible
-7905085818603152811,what was the cause of the nuclear power disaster in chernobyl
-7026922964242364227,what is the longest word on the english language
-8537705386475861273,when was ain't put into the dictionary
-2317748887153441891,countries who are not part of the un
-3824295875653297229,which teams are in the russia world cup
3020619194355145112,who proposes a new law in the bahamas for the government
8497492253488326004,what part of roman culture survived the fall of the roman empire in 476
8936786180067737415,ph is the negative logarithm of the hydrogen ion concentration
408885445643772895,when was the term great britain first used
-2579591379756814235,pee wee herman's big adventure large marge
2811063604754391576,who is taking clayton's place on fox and friends
4357188946447054869,what benefits did the tva provide what negative impact did it have
-1124760967421453993,when did the wonderful world of disney air
-2537449394505637254,who played emily in when harry met sally
5224406316431603630,the major goals of the works progress administration (wpa) included all of the following except to
-9091959757496981737,where does uk get oil and gas from
-6398218324870328639,who is fizz married to in coronation street
4966393733750686222,when does the next season of big bang theory begin
5967385571730265084,what episode do chandler and joey win the apartment
-3200866996739244264,who were sons of liberty and what did they do
3499951649029335013,when did the eagles last beat the redskins
-4307097301657823884,what is the rank of haryana in the country in term of leteracy rate
226866233489247834,where is area code 608 in united states
2360659306019656606,this is the story of a johnny rotten
-4787002622036058452,who is considered by many to be the father of special education
4113432615092381478,who is the girl in overly attached girlfriend
-5220052955950325578,when does season 7 of how to train your dragon come out
6729980906802629790,what are the ingredients in a can of spam
3791628542051020438,who played the secretary in ferris bueller's day off
-3592980556697167661,when was the railway system established in india
-6135498632299697627,who plays the mountain in game if thrones
6839692192576603913,who was in and then there were none
6645268550466804230,the three pillars of the westphalian constitution of world politics are
7035115647567136160,they need rappers like me so they can
3752791323018168713,what kind of dog is bo and sunny
-849288725963416282,who dies in season 4 of prison break
4545070968411342749,who does natalie dormer play in hunger games
7821925106158323506,how many players are on the miami dolphins
1142454681841573726,what is there in the center of earth
-5441583848531337853,what is the course time limit for boston marathon
8852262574316730220,list of govt high schools in thiruvananthapuram district
-2425571196035410193,who sang come right back to me this minute
-8530219745420764651,when was a league of their own us road trip filmed
-400927846206074033,where are the hard and soft palate located
1320074250483026168,how did the growth of nationalism affect international affairs during the same period
-3133089248066590152,who is the blonde that kisses captain america
-6389534849428346834,who broke the code of the enigma machine
-843909058600034837,who played crazy luther on boy meets world
2732015773301009250,the movement of water in the xylem relies upon the
-8610711774716247943,how many percent of india's population is adivasi
-8185436752075156089,a well labelled diagram of a moss plant
-6516521217819234794,the order of the beatles on abbey road
296778629273720606,in what ways are the united states and mexico similar apex
-7581085175189893544,first indian to win grand slam in tennis
-7830228439926006253,who wants to be a millionare uk winners
-5888892519760513244,where is the ritz hotel in paris located
71967717957483303,is grand cayman part of the british virgin islands
-3294665427506778295,who played aunt esther on sanford and son
-6371226530291113962,the spanish equivalent of the french appellation controlee is
-7020279348317765743,nasik is situated on the bank of river
-3370190070757288457,what year is it in the coptic calendar
-7319410742489898655,when does the lease on guantanamo bay expire
-5873302677537285818,who played count dooku in revenge of the sith
830124127539256377,first indian to be a fellow of the royal society of london
1743770707818351033,how many us soldiers are stationed in guam
-275487253802945265,your lie in april who ends up with who
719904849712810587,explain the importance and attributes of three greek orders
1356625791654370013,who has the the most subscribers on youtube
4430824205720227907,who played june in only fools and horses
-1585813855804975462,when did god of war remastered come out
4273260097135392288,who plays the lady with the beard in the greatest showman
8799630041051089187,who wrote help me make it through tonight
4994799704811023295,where have human fossils been found in situ with palaeolithic tools
-7088170136212974861,who invaded india in the 11th century and what happened
-4761111897553680565,who holds the record for most rebounds in an nba career
5918202861717389565,who plays lauren tanner on make it or break it
-6320876140877453374,passion that should inflame the heart of the reader
-698446392383949718,why is the cbd found in the centre of the city
5330389613198590002,why did king james want a new translation of the bible
-6389957678274016593,who were the characters in goodfellas based on
3721053845534460232,where is the achilles tendon located in the human body
4906281760908299837,when does new year's rockin eve end
-5612926259040718510,who has the worst team in the nba
7196264661396570655,difference between checks and balances and separation of powers
-2654326787376105370,when was the first battle royale game made
6732078474185180336,where do norwegian air fly to in america
5969436370982643493,laws of the apartheid system in south africa
-6225095237379068351,when did 4th of july become a legal holiday
-7022928951460310092,traditional notion of fair play and substantial justice
-7388546529987549503,who is playing the prosecutor on general hospital
6326179744078017268,what pitcher holds the record for striking out the most batters in a single game
8971957647843325461,where is a little bit of heaven filmed
-6858476374741239330,gtb nagar metro station gate no 1 new delhi
1639627841824359858,list of local government areas in ebonyi state
-7909895911667049632,who played wisdom in the movie the shack
5663043907383494870,how did the plague alter the society of europe
8525735069474519598,where were all the fast and furious movies filmed
-772928261154964840,blade runner director's cut or final cut
7896646878919858721,how many employees are in a small business
-9045474746297494795,when does hershal die in the walking dead
-8999503433384529986,public funding for bilingual education began in 1968 when congress passed the
2108630866034400010,who made the song say something i'm giving up on you
-8795362592081555443,at what type of boundary do the largest earthquakes usually happen
5933286465123932546,when was the last time auckland had an earthquake
-635982743772819605,give me a list of world cup winners
2193766541217486803,avatar the last airbender season 2 episode 1
4921401149217868726,when does pll come back on season 7
-3390098729391831794,where will the next winter olimpics be held
-3754356330906842999,who wrote he's an on time god
-918870312517459958,where did the third punic war take place
7741156471567524189,who was the first president assassinated in office
-1141550598407731211,how many sweeps have there been in the world series
-5802429639212896382,describe the power and function of the president of india
-2982705560388652002,what government policies have helped to increase the share of wealth held by the top 1 percent
6415508427821533297,where was the movie snow on tha bluff filmed
-8188618882103189709,the island that canada and denmark fight over
8713939910603831156,the anarchic condition of the global system means that
-8439143646872054248,when was the dutch empire at its peak
-6877956939543346500,who is the winner of icc odi cricketer of the year for 2011-12
2671772779155224775,when did immigration laws begin in the united states
-2461864252280422889,was there a sequel to flowers in the attic
-5134690265970080810,what county is indian rocks beach florida in
3569729629084541310,forest lawn - cathedral city cathedral city ca
1769260702241487320,where does the isle of wight festival take place
6232225932731983061,why does england have their own soccer team
-3429827232104796889,spanish golden age playwright who is said to have written 1 500 plays
-74586616422464563,the rise of the west after twenty-five years
6950250386529258798,how many episodes are in season 5 the curse of oak island
-5234783571752869823,what was the book of james written for
-5970582499970411421,why was the north american free trade agreement (nafta) established
5865954144907771916,who played the equalizer in the original tv series
3736334734656763525,what is the institute of cost accountants of india
3162778718999190120,who played damien in the movie the omen
8227756672428492764,what kind of car does vin diesel drive in fast and furious 7
8517761665611778588,the study of kinesics refers to perception and use of personal and interpersonal space
-5508746502760474073,when is the last time a total solar eclipse was visible from the midwest
6619094979746662600,who wrote brown eyes by destiny's child
-5634199341595301925,how many runs have been scored in mlb history
-1495396774617480865,what are all of the states in the us
-9215952284547597079,who is the present chief minister of j&k
-8462252711679545189,whats the longest running tv show in america
-2243819184378159760,when did the marine corps adopt the dress blue uniform
2639735427364036124,is hawaii part of the north american continent
357658867863171970,i got you babe sonny and cher meaning
2359750014769355063,where in australia is the great barrier reef located
4781516776669237541,various stages of indian national movement from 1885 to 1947
4675278441072870522,where does the water in niagra falls come from
-8699750916657496528,when did the american medical association come into being
-3076750963070658103,what does the phantom of the opera look like without his mask
-8465856278803114184,who won the electoral votes in new hampshire
471908242675349614,la belle indifference is a characteristic that most often is associated with
4978332175777282730,who do you think you are uk current series
-1000839136751364336,gained more power over the king of england due to the 100 years war
-6753533146132755352,when did they start overtime in college football
-7650775258438360588,loving you is easy cause you're beautiful south park
4157907763802764967,what is the oxidation number of o in h2o2
5834842376974700200,team that have qualified for world cup 2018
6434501409719673085,when was iphone 6 plus launched in india
5749190974393211393,when did the american federation of labor start
7749347094348868342,who sang bring it back sing it back
1781842452787680073,who was the killer in eyes of laura mars
-4582333825916583747,artists started turning away from the impressionist style because the
1870146281309901681,when is season 6 of 90210 coming out
5791489057928823461,who is associated with making laws on certain issues in a state
1153912003433589899,you can't take it with you mrs. kirby
895608271725264361,list of all cities and towns in switzerland
