prompt_id,text,source_benchmark,source_dataset
521,who was responsible for pulling the last federal troops out of the south,NQ,natural_questions
522,when does ex on the beach start 2017,NQ,natural_questions
523,when was france invaded by germany in ww2,NQ,natural_questions
524,who is the voice for the outback commercials,NQ,natural_questions
525,when did the shooting happen in greys anatomy,NQ,natural_questions
526,when did japan send cherry trees to washington dc,NQ,natural_questions
527,started the knickerbocker base ball club true inventor of baseball,NQ,natural_questions
528,who is 14th presidential head of state in nigeria,NQ,natural_questions
529,does a compass point to true north or magnetic north,NQ,natural_questions
530,how much did titanic make at the box office,NQ,natural_questions
531,when do you get a new ball in test cricket,NQ,natural_questions
532,who did okc play in the nba finals,NQ,natural_questions
533,where is alaska the last frontier tv show filmed,NQ,natural_questions
534,what instrument does anna play in freaky friday,NQ,natural_questions
535,how many episodes of the secret circle are there,NQ,natural_questions
536,hagia sophia is an example of which style of architecture,NQ,natural_questions
537,who did jesse palmer propose to on the bachelor,NQ,natural_questions
538,the written plan of government for the united states is called the,NQ,natural_questions
539,where is what we do in the shadows set,NQ,natural_questions
540,the letter to philemon deals with the question of,NQ,natural_questions
541,who was supposed to play indiana jones before harrison ford,NQ,natural_questions
542,when did french become official language of canada,NQ,natural_questions
543,who has made highest runs in one day cricket,NQ,natural_questions
544,how much cash is in circulation in canada,NQ,natural_questions
545,who's won more boat races oxford or cambridge,NQ,natural_questions
546,who has scored the most points in wnba history,NQ,natural_questions
547,who wrote the theme song to the titanic,NQ,natural_questions
548,who are the fairy godmothers in sleeping beauty,NQ,natural_questions
549,who sang don't be tardy for the party,NQ,natural_questions
550,who wrote we shall fight on the beaches,NQ,natural_questions
551,total number of elected members in lok sabha,NQ,natural_questions
552,who wrote natasha pierre and the great comet of 1812,NQ,natural_questions
553,what type of estuary is the columbia river,NQ,natural_questions
554,who sings lady in red is dancing with me,NQ,natural_questions
555,who died in real life from sons of anarchy,NQ,natural_questions
556,who won the kentucky derby first second and third place,NQ,natural_questions
557,when were the extra books of the catholic bible added,NQ,natural_questions
558,who plays bonnie lockhart on days of our lives,NQ,natural_questions
559,who is the author of so god made a farmer,NQ,natural_questions
560,how many subs can you make in rugby union,NQ,natural_questions
561,what is the symbol for the dow jones industrial average,NQ,natural_questions
562,who played the title role in 1971's willy wonka & the chocolate factory,NQ,natural_questions
563,what is wilson in the tom hanks movie castaway,NQ,natural_questions
564,how many times has puerto rico votes to become a state,NQ,natural_questions
565,who is the shortest player in the nba 2016,NQ,natural_questions
566,when were the branches of the military founded,NQ,natural_questions
567,who wrote in the presence of the lord,NQ,natural_questions
568,when was the last time saturn made a car,NQ,natural_questions
569,who took part in the battle of waterloo,NQ,natural_questions
570,who has more power in italy the president or the prime minister,NQ,natural_questions
571,who wrote the music and lyrics for hello dolly,NQ,natural_questions
572,what is the name of the president of austria,NQ,natural_questions
573,what gas in the stratosphere causes temperatures to increase with altitude,NQ,natural_questions
574,who has the most career triple-doubles in the nba,NQ,natural_questions
575,who says that which we call a rose by any other name would smell as sweet,NQ,natural_questions
576,what is the language in the dominican republic,NQ,natural_questions
577,who is the major deegan expressway named after,NQ,natural_questions
578,when is rwby volume 5 chapter 11 coming out,NQ,natural_questions
579,east india company started trade with india from which city in 1608,NQ,natural_questions
580,when's the last time somebody won the triple crown,NQ,natural_questions
581,when did the earth and solar system form,NQ,natural_questions
582,who played mr. edwards on little house on the prairie,NQ,natural_questions
583,who produced as long as you love me,NQ,natural_questions
584,who is the number 1 most listened to on spotify,NQ,natural_questions
585,how many states does amazon collect sales tax,NQ,natural_questions
586,who played ashley banks on fresh prince of bel-air,NQ,natural_questions
587,what is the county for colorado springs co,NQ,natural_questions
588,what is the largest city in canada by area,NQ,natural_questions
589,how many episodes in season 1 designated survivor,NQ,natural_questions
590,a result of bismarck's austro prussian war was,NQ,natural_questions
591,when did phantom of the opera take place,NQ,natural_questions
592,how many of each card in uno attack,NQ,natural_questions
593,who has won the champions league 3 times in a row,NQ,natural_questions
594,what kind of court system does canada have,NQ,natural_questions
595,when is opening day for the nba 2017,NQ,natural_questions
596,who was the murderer in and then there were none movie,NQ,natural_questions
597,when did wearing a seatbelt become a law in texas,NQ,natural_questions
598,when was the let's move campaign launched,NQ,natural_questions
599,who played dre in all eyez on me,NQ,natural_questions
600,when was the first wind farm built in australia,NQ,natural_questions
601,what season is pepper in american horror story,NQ,natural_questions
602,where does the book all the bright places take place,NQ,natural_questions
603,who won the college football national championship in 2004,NQ,natural_questions
604,what rank is an e5 in the air force,NQ,natural_questions
605,why do they tape your eyes in surgery,NQ,natural_questions
606,why is climate different in different parts of india,NQ,natural_questions
607,who sings this is going to be the best day of my life,NQ,natural_questions
608,how many episodes in praky blinders season 4,NQ,natural_questions
609,where do the stones for curling come from,NQ,natural_questions
610,when do the new tax laws become effective,NQ,natural_questions
611,who wrote how to be a latin lover,NQ,natural_questions
612,what is the theme park chain six flags named after,NQ,natural_questions
613,minister for housing planning and local government ireland,NQ,natural_questions
614,how many house of representatives are there in kansas,NQ,natural_questions
615,person with most number of followers in instagram,NQ,natural_questions
616,who won the most road march in trinidad,NQ,natural_questions
617,who becomes new chief in grey's anatomy,NQ,natural_questions
618,who was the first european to reach china,NQ,natural_questions
619,when do schmidt and cece first hook up,NQ,natural_questions
620,most goals scored in a hockey game olympics,NQ,natural_questions
621,who played in the nutty professor with jerry lewis,NQ,natural_questions
622,top 5 leadership positions in the house of representatives,NQ,natural_questions
623,state the longitudinal value in degrees of indian standard time,NQ,natural_questions
624,when was the last time the chicago white sox won the world series,NQ,natural_questions
625,when did they start adding ethanol to gasoline,NQ,natural_questions
626,who sings the song i've got the music in me,NQ,natural_questions
627,when was the capital of nigeria moved to abuja,NQ,natural_questions
628,who's the owner of the houston rockets,NQ,natural_questions
629,when did the cold war alignment of britain and the united states versus the soviet union begin,NQ,natural_questions
630,who dies in season 7 of army wives,NQ,natural_questions
631,who holds the homerun record in a season,NQ,natural_questions
632,what kind of epithelium lines the urinary bladder,NQ,natural_questions
633,what is the age of a minor in uk,NQ,natural_questions
634,who controlled panama before the us stepped in,NQ,natural_questions
635,who are the leading wicket takers in test cricket,NQ,natural_questions
636,who had the first interracial kiss on tv,NQ,natural_questions
637,who played michael j fox girlfriend in back to the future,NQ,natural_questions
638,who plays the voice of judy in zootopia,NQ,natural_questions
639,who is the newly elected chief justice of pakistan,NQ,natural_questions
640,when did the rams move to saint louis,NQ,natural_questions
641,who wrote give me a ticket for an airplane,NQ,natural_questions
642,who sings the song the devil went down to georgia,NQ,natural_questions
643,who has the highest batting average in baseball,NQ,natural_questions
644,what is the name of thor s hammer,NQ,natural_questions
645,when did jackie robinson became rookie of the year,NQ,natural_questions
646,what state is gone with the wind set in,NQ,natural_questions
647,which indian sportsperson wife has represent india in basketball,NQ,natural_questions
648,who is the actress who does the trivago commercials,NQ,natural_questions
649,when did king kong open at universal studios,NQ,natural_questions
650,who sang the original version of moon river,NQ,natural_questions
651,what years did the harry potter books take place,NQ,natural_questions
652,who is telling the story in freak the mighty,NQ,natural_questions
653,who recognized the appeal of herodotean story-telling of historical events,NQ,natural_questions
654,who won the battle of britain in world war 2,NQ,natural_questions
655,who sang when i fall in love with celine dion,NQ,natural_questions
656,who does the voice of the gecko on geico,NQ,natural_questions
657,east west and north south corridor cross each other at,NQ,natural_questions
658,in which province do the majority of the tsonga culture stay,NQ,natural_questions
659,what do fat cells do for the body,NQ,natural_questions
660,african american winner of oscar tony and emmy,NQ,natural_questions
661,when does descendants 2 the movie come out,NQ,natural_questions
662,how old was mary queen of scots when she took the throne,NQ,natural_questions
663,who sang the theme song of good times,NQ,natural_questions
664,where does pollination take place in flowering plants,NQ,natural_questions
665,when did riyadh become the capital of saudi arabia,NQ,natural_questions
666,when does 2nd season of star trek discovery start,NQ,natural_questions
667,who is referee for world cup final 2018,NQ,natural_questions
668,when was the last time the draft was used,NQ,natural_questions
669,which house can a single member stop action through the filibuster,NQ,natural_questions
670,when does the new southpark season come out,NQ,natural_questions
671,who is the longest serving prisoner in australia,NQ,natural_questions
672,when does season 3 of trollhunters come out,NQ,natural_questions
673,where is the windy road in san francisco,NQ,natural_questions
674,nearest metro station to majnu ka tilla delhi,NQ,natural_questions
675,where was a very merry daughter of the bride filmed,NQ,natural_questions
676,how many times has tom brady won super bowl mvp,NQ,natural_questions
677,where does the movie the river wild take place,NQ,natural_questions
678,where is the mlb little league classic played,NQ,natural_questions
679,what organ system controls the eccrine sweat glands,NQ,natural_questions
680,where did the parents go on good times,NQ,natural_questions
681,where was the first labor day celebration held,NQ,natural_questions
682,when is valentine's day when is valentine's day,NQ,natural_questions
683,when does the mother come in how i met your mother,NQ,natural_questions
684,who won at the battle of stamford bridge,NQ,natural_questions
685,when did the first public kindergarten open in the united states,NQ,natural_questions
686,what character sings summertime in porgy and bess,NQ,natural_questions
687,when's the last time we had solar eclipse,NQ,natural_questions
688,when did channel 5 start in the uk,NQ,natural_questions
689,when are more episodes of troll hunters coming out,NQ,natural_questions
690,who is next in line to the throne in england,NQ,natural_questions
691,who sang the country and western song no charge,NQ,natural_questions
692,who said we hold these truths to be self evident,NQ,natural_questions
693,who scored chelsea's first goal last season,NQ,natural_questions
694,who hit the most homeruns in a single season,NQ,natural_questions
695,where did royal family live before buckingham palace,NQ,natural_questions
696,where was indo pak simla agreement 1972 concluded,NQ,natural_questions
697,where is the army navy game played in 2016,NQ,natural_questions
698,who plays the queen in 300 rise of an empire,NQ,natural_questions
699,who plays bobby ray in to wong foo,NQ,natural_questions
700,who is known as a father of indian cricket,NQ,natural_questions
701,where is the world cup being held this year,NQ,natural_questions
702,when did the tax free savings account start in canada,NQ,natural_questions
703,where did the clippers play before staples center,NQ,natural_questions
704,who narrated the original 1966 how the grinch stole christmas,NQ,natural_questions
705,who holds the record for winning the most academy awards,NQ,natural_questions
706,who played eric's sister on that 70 show,NQ,natural_questions
707,who scored the last hat trick for england,NQ,natural_questions
708,where did the math symbol pi come from,NQ,natural_questions
709,ascites is one of the late features of,NQ,natural_questions
710,who did the cherokee side with in the revolutionary war,NQ,natural_questions
711,when is father's day celebrated each year,NQ,natural_questions
712,when did laurie change in that 70s show,NQ,natural_questions
713,who does buffalo bills play in the playoffs,NQ,natural_questions
714,who is running for us senate in az,NQ,natural_questions
715,what movie was the song bad day in,NQ,natural_questions
716,what was shaggys real name in scooby doo,NQ,natural_questions
717,when is the afl grand final being played,NQ,natural_questions
718,what does the bc in bc powder stand for,NQ,natural_questions
719,where will the winter olympics be held in 4 years,NQ,natural_questions
720,who plays elf king in desolation of smaug,NQ,natural_questions
721,how many american soldiers died in the world war 1,NQ,natural_questions
722,who plays the older sister in series of unfortunate events,NQ,natural_questions
723,when does dancing with the stars athletes 2018 start,NQ,natural_questions
724,where was the girl with the dragon tattoo filmed,NQ,natural_questions
725,president of un general assembly is from which country,NQ,natural_questions
726,who plays jem in jem and the holograms,NQ,natural_questions
727,what are the seven basic tools of quality,NQ,natural_questions
728,who sang lead vocals on let it be,NQ,natural_questions
729,where did the saying keep calm and carry on originate,NQ,natural_questions
730,who plays joe in bend it like beckham,NQ,natural_questions
731,who said sun is the center of the solar system,NQ,natural_questions
732,when was the last date antarctica was free of ice,NQ,natural_questions
733,who sang the hit 1976 song play that funky music,NQ,natural_questions
734,who won the second series of the great british bake off,NQ,natural_questions
735,when was the last year auburn beat alabama,NQ,natural_questions
736,the mediterranean climate belongs to which major climate type,NQ,natural_questions
737,which was adopted and raised by a king of mithila,NQ,natural_questions
738,when did john snow come back to life,NQ,natural_questions
739,when was the last time the georgia bulldogs won the ncaa football championship,NQ,natural_questions
740,when did a dog's purpose take place,NQ,natural_questions
741,when was the first iphone released in usa,NQ,natural_questions
742,where does most absorption occur in the nephron,NQ,natural_questions
743,who wrote the music for avatar the last airbender,NQ,natural_questions
744,where does the last name fletcher come from,NQ,natural_questions
745,the dutch east india company expected what export from indonesia,NQ,natural_questions
746,where does living on one dollar take place,NQ,natural_questions
747,when did bryan adams wrote everything i do,NQ,natural_questions
748,who plays izzie stevens on grey's anatomy,NQ,natural_questions
749,who hit a walk off homerun to win the world series,NQ,natural_questions
750,what movie was wicked games the song in,NQ,natural_questions
751,when was my heart will go on wrote,NQ,natural_questions
752,who is the mean lady in the wizard of oz,NQ,natural_questions
753,the ability of an operating system to run multiple programs,NQ,natural_questions
754,who was the captain of indian cricket team in 2007 world cup,NQ,natural_questions
755,who sang my name is tallulah in bugsy malone,NQ,natural_questions
756,what is the largest plane in the us air force,NQ,natural_questions
757,when did the 3 point shot start in high school,NQ,natural_questions
758,when does the school year end in australia,NQ,natural_questions
759,what does tmz stand for on the tv show,NQ,natural_questions
760,what was the last mary kate and ashley movie,NQ,natural_questions
761,who plays arthur in arthur and the invisibles,NQ,natural_questions
762,how much gigabytes of ram does an iphone 6s have,NQ,natural_questions
763,when was the bee gees one for all tour,NQ,natural_questions
764,what does d stand for in arithmetic sequence,NQ,natural_questions
765,who made her first film debut as a pink lady in the film 'grease 2,NQ,natural_questions
766,when was the last time india won the cricket world cup,NQ,natural_questions
767,who is regarded as the father of the scenario method,NQ,natural_questions
768,who played betsy in the white cliffs of dover,NQ,natural_questions
769,the constitutional convention created which form of legislature,NQ,natural_questions
770,who sang kiss on the lips my lover,NQ,natural_questions
771,where does the movie air bud take place,NQ,natural_questions
772,who plays samson's mom in the movie samson,NQ,natural_questions
773,it is a single chip microcomputer consisting of a memory unit and an i/o unit,NQ,natural_questions
774,who is credited with the invention of the internet,NQ,natural_questions
775,what is the file extension for adobe illustrator,NQ,natural_questions
776,who sang the song i want to hold your hand,NQ,natural_questions
777,who has the best career 3 point percentage in nba history,NQ,natural_questions
778,what is the political system in the usa,NQ,natural_questions
779,when did the ipod touch 1 come out,NQ,natural_questions
780,who was the only u.s. president whose grandfather was also president,NQ,natural_questions
781,who won the 2007 college football national championship,NQ,natural_questions
782,when did abbott and costello do who's on first,NQ,natural_questions
783,when does the new episode of the 100,NQ,natural_questions
784,when did swedish become the official language of sweden,NQ,natural_questions
785,how long is a wwe nxt live event,NQ,natural_questions
786,where did the light brown apple moth came from,NQ,natural_questions
787,when will the new season of who do you think you are start,NQ,natural_questions
788,according to the proverb what is the mother of invention,NQ,natural_questions
789,who present budget in parliament the last separate rail budget of india,NQ,natural_questions
790,who does all the voices on the simpsons,NQ,natural_questions
791,when does season 2 of the good place end,NQ,natural_questions
792,who has the best nba record in history,NQ,natural_questions
793,the frsc was formally established by the act of parliament in,NQ,natural_questions
794,what type of government does gambia have today,NQ,natural_questions
795,what were the british looking for during the battle of lexington and concord,NQ,natural_questions
796,who sang there no one quite like grandma,NQ,natural_questions
797,who won the money in the bank 2017,NQ,natural_questions
798,who is hosting new years eve in hollywood,NQ,natural_questions
799,when was the first indian space craft sent to planet mars by isro,NQ,natural_questions
800,when does wizarding world of harry potter open,NQ,natural_questions
801,when did ice dancing first appear in the olympics,NQ,natural_questions
802,who has scored the most goals in fifa world cup history,NQ,natural_questions
803,who plays lucky on king of the hill,NQ,natural_questions
804,when was goa carnival cruise held in 2017,NQ,natural_questions
805,when's the last time the united states won the ryder cup,NQ,natural_questions
806,the inferior portion of the pharynx which extends from the epiglottis to the esophagus is the,NQ,natural_questions
807,who sings i've got a lovely bunch of coconuts in lion king,NQ,natural_questions
808,when is isle of dogs in wide release,NQ,natural_questions
809,which company is bigger home depot or lowe's,NQ,natural_questions
810,why is the total mass of a helium nucleus not equal to the mass of its individual parts,NQ,natural_questions
811,what is the main branch of the new york public library,NQ,natural_questions
812,what is the meaning of tvr in media,NQ,natural_questions
813,who did john michie play in coronation street,NQ,natural_questions
814,when does a dead dog start to decompose,NQ,natural_questions
815,which two us senators proposed and helped pass the investment platform roth ira,NQ,natural_questions
816,what is the average time in days between moon phases,NQ,natural_questions
817,who did ali fight in the rumble in the jungle,NQ,natural_questions
818,what muscle attach to the chordae tendineae to hold the valves in place,NQ,natural_questions
819,who made all i do is think of you,NQ,natural_questions
820,where does the ohio river start and finish,NQ,natural_questions
821,when was the last time the georgia bulldogs won the sec championship,NQ,natural_questions
822,when did nigeria won under 17 world cup,NQ,natural_questions
823,in what episode does amy tells her parents,NQ,natural_questions
824,when does the season finale of shadowhunters air,NQ,natural_questions
825,who plays the flash in the new justice league,NQ,natural_questions
826,when do serena and nate date in gossip girl,NQ,natural_questions
827,actor who played justin in 13 reasons why,NQ,natural_questions
828,the most famous oratorio in the world is messiah written by,NQ,natural_questions
829,when was the book fire and fury released,NQ,natural_questions
830,when did daylight savings time begin in history,NQ,natural_questions
831,a type of drug that works by enhancing the action of the neurotransmitter gaba,NQ,natural_questions
832,who play the role of jadu in koi mil gaya,NQ,natural_questions
833,where do i go to get to the statue of liberty,NQ,natural_questions
834,who pays the money awarded in judge rinder,NQ,natural_questions
835,when did voyager 2 leave our solar system,NQ,natural_questions
836,who led the solidarity movement for independence in poland,NQ,natural_questions
837,when did christmas become a holiday in uk,NQ,natural_questions
838,who stars in the movie fifty shades freed,NQ,natural_questions
839,what state did the trail of tears lead to,NQ,natural_questions
840,who said mirror mirror on the wall who's the fairest of them all,NQ,natural_questions
841,who played george washington in the john adams series,NQ,natural_questions
842,who determined the capacity of short term memory,NQ,natural_questions
843,how many syllables are in one line of iambic pentameter,NQ,natural_questions
844,who sings the song straight from the heart,NQ,natural_questions
845,who won wwe universal championship in royal rumble 2018,NQ,natural_questions
846,when is horrid henry season 5 coming out,NQ,natural_questions
847,who does clary end up with in mortal instruments,NQ,natural_questions
848,who wrote are you gonna kiss me or not lyrics,NQ,natural_questions
849,who plays lily potter in the deathly hallows,NQ,natural_questions
850,first singer to win the best playback singer filmfare award,NQ,natural_questions
851,first indian to take hattrick in one day cricket,NQ,natural_questions
852,who played boo radley in to kill a mockingbird,NQ,natural_questions
853,when was the last time the social security cap was raised,NQ,natural_questions
854,what kind of car did they use in the movie christine,NQ,natural_questions
855,who owns the golden nugget in lake charles,NQ,natural_questions
856,who plays the mammoth in ice age 2,NQ,natural_questions
857,where is the electron transport chain located in bacterial cells,NQ,natural_questions
858,who played daenerys targaryen brother in game of thrones,NQ,natural_questions
859,who wrote the book for in the heights,NQ,natural_questions
860,the lost medallion the adventures of billy stone cast,NQ,natural_questions
861,who plays will's father in pirates of the caribbean,NQ,natural_questions
862,who is the biggest selling girl group of all time,NQ,natural_questions
863,powers specifically given to congress in the constitution are called,NQ,natural_questions
864,a flat utensil on which we food to eat,NQ,natural_questions
865,when did the galaxy tab a 8.0 come out,NQ,natural_questions
866,when was the sisters of charity founded in australia,NQ,natural_questions
867,why do my fingers bend so far back,NQ,natural_questions
868,who is in line to be king or queen of england,NQ,natural_questions
869,when do dragon ball super episode 107 come on,NQ,natural_questions
870,who wins the challenge champs vs stars 2018,NQ,natural_questions
871,who sang the story of my life first,NQ,natural_questions
872,when did the movie mad money come out,NQ,natural_questions
873,where did england finish in the world cup,NQ,natural_questions
874,when did the first episode of one piece air,NQ,natural_questions
875,when was the national minimum drinking age act passed,NQ,natural_questions
876,who won gold medal for pakistan in cwg 2018,NQ,natural_questions
877,when does the 2018 mlb regular season start,NQ,natural_questions
878,what is the solid outermost layer of the earth,NQ,natural_questions
879,when did the grateful dead stop using the wall of sound,NQ,natural_questions
880,when was the last time usa womens hockey won gold,NQ,natural_questions
881,who organized the first pan-african conference in 1900 apex,NQ,natural_questions
882,who plays captain price in call of duty,NQ,natural_questions
883,who has been appointed as the new chief election commissioner of india,NQ,natural_questions
884,what country decided to support america because of the victory at saratoga,NQ,natural_questions
885,who helped the pilgrims in the new world,NQ,natural_questions
886,where did australian soldiers fight after the kokoda campaign,NQ,natural_questions
887,who killed the starks at the red wedding,NQ,natural_questions
888,when do you put the flag up for memorial day,NQ,natural_questions
889,in baseball statistics what does opie s stand for,NQ,natural_questions
890,who won the mens doubles at australian open 2018,NQ,natural_questions
891,who voiced the plant in little shop of horrors,NQ,natural_questions
892,who has the highest minimum wage in the world,NQ,natural_questions
893,what is the latest ios version for ipad,NQ,natural_questions
894,when is sturgis bike rally in south dakota,NQ,natural_questions
895,where is leave it to beaver supposed to take place,NQ,natural_questions
896,who is the president pro tempore of the state senate,NQ,natural_questions
897,when was the first coliseum built in rome,NQ,natural_questions
898,when was palestine separated from the ottoman empire,NQ,natural_questions
899,in which year was the raymomd group incorporated,NQ,natural_questions
900,who sings viva las vegas in the big lebowski,NQ,natural_questions
901,what is the meaning of e.& o.e,NQ,natural_questions
902,part of the adrenal gland that secretes epinephrine and norepinephrine,NQ,natural_questions
903,who wrote take me out to the ball game,NQ,natural_questions
904,what is the most famous sport in argentina,NQ,natural_questions
905,when was the first airbag put in a car,NQ,natural_questions
906,who did john carter have a baby with,NQ,natural_questions
907,when did the ground rule double go into effect,NQ,natural_questions
908,when did the original lost in space start,NQ,natural_questions
909,who signed the social security act of 1935,NQ,natural_questions
910,where was the movie far from the madding crowd filmed,NQ,natural_questions
911,what helped the us out of the great depression,NQ,natural_questions
912,when does the new lost in space come out,NQ,natural_questions
913,who won the fight in freddy vs jason,NQ,natural_questions
914,what is the name of the first anglican church,NQ,natural_questions
915,who is the captain of the giants netball team,NQ,natural_questions
916,when is the day as long as the night,NQ,natural_questions
917,when does this is us season two end,NQ,natural_questions
918,highest run scorer of under 19 world cup 2018,NQ,natural_questions
919,what were two examples of proxy wars that were fought during the cold war,NQ,natural_questions
920,who came up with the uses and gratifications theory,NQ,natural_questions
921,who did the voice of arnold in hey arnold,NQ,natural_questions
922,where is the boxing hall of fame located,NQ,natural_questions
923,what name was given to the literary movement that occurred from the end of ww2,NQ,natural_questions
924,who was the first person inducted in the wwe hall of fame,NQ,natural_questions
925,where in the oceans are siliceous oozes typically found,NQ,natural_questions
926,the name given to mauritius by the portuguese,NQ,natural_questions
927,what was the first year of the nissan rogue,NQ,natural_questions
928,when did crystal palace join the premier league,NQ,natural_questions
929,when is season 2 over for this is us,NQ,natural_questions
930,movie where guy falls in love with ai,NQ,natural_questions
931,when does wild n out season 11 come back on,NQ,natural_questions
932,who bears the risk if the subject is insured against that particular risk,NQ,natural_questions
933,when does taylor swift's album come out 2017,NQ,natural_questions
934,who was boz and what did he write about,NQ,natural_questions
935,what time will kingdom come deliverance come out,NQ,natural_questions
936,who sang for johnny depp in cry baby,NQ,natural_questions
937,how many stores does toys r us have in the united states,NQ,natural_questions
938,when was the last time usa did not make the world cup,NQ,natural_questions
939,how many family dollar stores in the us,NQ,natural_questions
940,fort wayne indiana lies on which line of longitude,NQ,natural_questions
941,who sang the song at the end of moana,NQ,natural_questions
942,who is left from the original four tops,NQ,natural_questions
943,when did victor newman first appear on the young and the restless,NQ,natural_questions
944,india's first satellite aryabhatta was launched in,NQ,natural_questions
945,where did smokey the bear live after the fire,NQ,natural_questions
946,who sang we're on the road to nowhere,NQ,natural_questions
947,who is the father of colleen ballengers baby,NQ,natural_questions
948,who won the first season of zumbo's just desserts,NQ,natural_questions
949,when did the california seat belt law start,NQ,natural_questions
950,what is the purpose of a grain silo,NQ,natural_questions
951,when did the movie old yeller come out,NQ,natural_questions
952,before the spanish took over who owned the land that is now mexico,NQ,natural_questions
953,pirates of the caribbean at world's end love theme,NQ,natural_questions
954,which is the largest island of the tunku abdul national park,NQ,natural_questions
955,adventure time finale come along with me release date,NQ,natural_questions
956,who plays pac in all eyez on me,NQ,natural_questions
957,amount for old age security pension in canada,NQ,natural_questions
958,who played chandler bing's parents on friends,NQ,natural_questions
959,who rolled back the stone from the tomb,NQ,natural_questions
960,when did the emperor of japan lose power,NQ,natural_questions
961,which world culture features the singing style known as call and response,NQ,natural_questions
962,who has won the intercontinental championship the most,NQ,natural_questions
963,what is the population of the state of new hampshire,NQ,natural_questions
964,who was the woman in video killed the radio star,NQ,natural_questions
965,who plays donna's grandfather in doctor who,NQ,natural_questions
966,when was part c of eahca passed into law,NQ,natural_questions
967,who is the biggest selling author of all time,NQ,natural_questions
968,what do they call flip flops in australia,NQ,natural_questions
969,what are the aims and functions of warehouses,NQ,natural_questions
970,r kelly you remind me of something album,NQ,natural_questions
971,what's the name of the goat in ferdinand,NQ,natural_questions
972,where is air usually vented from the cabin of the vehicle,NQ,natural_questions
973,who said don't give up the ship,NQ,natural_questions
974,who is credited with having coined the term platonic love,NQ,natural_questions
975,where is war of the planet of the apes set,NQ,natural_questions
976,who came in second place in the kentucky derby,NQ,natural_questions
977,who became the chief minister of madras presidency in 1923 after justice party won the election,NQ,natural_questions
978,whats the name of santa's 9 reindeer,NQ,natural_questions
979,who sang i've been loving you too long,NQ,natural_questions
980,who won the who shot mr burns contest,NQ,natural_questions
981,what two documents was the bill of rights based on,NQ,natural_questions
982,top 10 largest economic countries in the world,NQ,natural_questions
983,who wins rupaul's all stars season 3,NQ,natural_questions
984,when does the last twilight movie come out,NQ,natural_questions
985,what is it called when a computer runs more than one process at a time,NQ,natural_questions
986,when does diary of a wimpy kid come put,NQ,natural_questions
987,who played guitar on speak of the devil,NQ,natural_questions
988,where does the great allegheny passage start in pittsburgh,NQ,natural_questions
989,who were the original twins in everybody loves raymond,NQ,natural_questions
990,who plays nimue in once upon a time,NQ,natural_questions
991,who invented the trigger for the atomic bomb,NQ,natural_questions
992,songs that chester bennington sing for stone temple pilots,NQ,natural_questions
993,how many times has nigeria won the fifa u17 world cup,NQ,natural_questions
994,who sings love you like there's no tomorrow,NQ,natural_questions
995,who had albums called 19 21 and 25,NQ,natural_questions
996,who made the super mario bros theme song,NQ,natural_questions
997,who did the voice of granny on looney tunes,NQ,natural_questions
998,who wrote the south carolina ordinance of secession,NQ,natural_questions
999,first major female actress from mexico to land significant roles in hollywood,NQ,natural_questions
1000,when did the dangers of asbestos became known,NQ,natural_questions
1001,where do calluses on your feet come from,NQ,natural_questions
1002,who was the woman that sang with meatloaf,NQ,natural_questions
1003,when was the last time england got to world cup quarter finals,NQ,natural_questions
1004,when does stranger things season 1 take place,NQ,natural_questions
1005,who is the owner of st louis cardinals,NQ,natural_questions
1006,till death do us part movie box office,NQ,natural_questions
1007,what was the number 1 box office motion picture for the week of christmas in december 1997,NQ,natural_questions
1008,who plays the young hugh jackman in the greatest showman,NQ,natural_questions
1009,who plays adrienne on days of our lives,NQ,natural_questions
1010,how many episodes are there in ghost whisperer,NQ,natural_questions
1011,who is cast as wonder woman in the new movie,NQ,natural_questions
1012,who began exploration of africa's atlantic coast,NQ,natural_questions
1013,who did the texas rangers play in the world series,NQ,natural_questions
1014,when did the second battle of panipat took place,NQ,natural_questions
1015,when did twenty one pilots win a grammy,NQ,natural_questions
1016,what part of a spark plug breaks glass,NQ,natural_questions
1017,when did the voting age lowered to 18,NQ,natural_questions
1018,where did the tv show hill street blues take place,NQ,natural_questions
1019,the accepted practices exchange (apex) is an initiative of the,NQ,natural_questions
1020,who is the minister of sports and recreation,NQ,natural_questions
1021,who was the first black to play major league baseball,NQ,natural_questions
1022,who fought a battle on the bank of jhelum river,NQ,natural_questions
1023,how many game of thrones seasons are on dvd,NQ,natural_questions
1024,who plays emmett brown in back to the future,NQ,natural_questions
1025,who won the battle of appomattox in the civil war,NQ,natural_questions
1026,whos the gm of the oakland a's,NQ,natural_questions
1027,what is the highest closing for the s&p 500,NQ,natural_questions
1028,who was severide married to on chicago fire,NQ,natural_questions
1029,who is the public protector is south africa,NQ,natural_questions
1030,the first telegraph message was transmitted between two cities in,NQ,natural_questions
1031,who played the mean old lion in the wiz,NQ,natural_questions
1032,how many fire departments in the united states,NQ,natural_questions
1033,where is the house located in american horror story roanoke,NQ,natural_questions
1034,when was the secret life of walter mitty written,NQ,natural_questions
1035,king gizzard and the lizard wizard 2 drummers,NQ,natural_questions
1036,list of countries having pound as their currency,NQ,natural_questions
1037,when did mizoram became a state of india,NQ,natural_questions
1038,who is the actor that plays jesus on walking dead,NQ,natural_questions
