prompt_id,text,source_benchmark,source_dataset
mirage:popqa:519250fc-4559-45ff-ac15-df507edbc46a,Who was the director of Anna Christie?,MIRAGE,popqa
mirage:popqa:1de17bae-6cc9-4f6e-9e48-ffa379fa51db,Who was the director of Some Like It Hot?,MIRAGE,popqa
mirage:popqa:1d7675e7-e55d-4c03-9b62-e72ad3ab0b88,Who was the director of Georgia?,MIRAGE,popqa
mirage:popqa:6117ad7f-f248-47f4-9b84-d22658f77eab,Who was the director of Contract?,MIRAGE,popqa
mirage:popqa:318fe47a-5e22-40dc-a1c4-046823665e39,Who was the director of Manhattan?,MIRAGE,popqa
mirage:popqa:6fb02bc6-b987-4003-90ef-1b7f3ffb120a,Who was the director of Tears?,MIRAGE,popqa
mirage:popqa:26506497-446d-4717-8ff9-13889c2b8a0f,Who was the director of Visitors?,MIRAGE,popqa
mirage:popqa:479fe610-a7b8-456e-84a3-6423b0da39e2,Who was the director of Reducing?,MIRAGE,popqa
mirage:popqa:f0273d7f-f476-4cfa-ba50-2880d9261d20,Who was the director of Overnight Delivery?,MIRAGE,popqa
mirage:popqa:34b61f07-e917-4236-9315-724059e1530d,Who was the director of Man of the Year?,MIRAGE,popqa
mirage:popqa:c8486841-18b1-4384-8e3a-186217ff554c,Who was the director of English?,MIRAGE,popqa
mirage:popqa:83a328f2-7ff7-416c-9aa6-f60a43a38e6f,Who was the director of Richard?,MIRAGE,popqa
mirage:popqa:6e10bd7c-c95a-4874-8fb2-fea07c8fde4a,Who was the director of Katherine?,MIRAGE,popqa
mirage:popqa:dbb9c8f1-466d-4eb3-a4c6-74fad0e7ed01,Who was the director of Outing Riley?,MIRAGE,popqa
mirage:popqa:f3685c4f-6a3f-4a16-8327-8ba859213038,Who was the director of The Hole?,MIRAGE,popqa
mirage:popqa:ace045ac-cbe0-4da7-9d1a-c5f859d8dd7f,Who was the director of We Are Both?,MIRAGE,popqa
mirage:popqa:6877f817-d6dc-4894-b396-36c647635d3a,Who was the director of The Assassin?,MIRAGE,popqa
mirage:popqa:7ca9b0bf-f57f-4828-a2e6-f0a2fb76b715,Who was the director of Time Out?,MIRAGE,popqa
mirage:popqa:50226bb5-c2d0-4578-8aa9-d0b7be922bee,Who was the director of Desires?,MIRAGE,popqa
mirage:popqa:4df6356f-b457-4e2f-a6f8-d3d4e3b4124a,Who was the director of Panic?,MIRAGE,popqa
mirage:popqa:25234eb8-4acf-4cd8-ae04-0b42ac27a29e,Who was the director of California?,MIRAGE,popqa
mirage:popqa:f2ea072c-c71c-4d56-9c73-587e33fdc223,Who was the director of Jigsaw?,MIRAGE,popqa
mirage:popqa:3d41c2d8-3abe-415b-b33a-3714ad3c694c,Who was the director of Passenger?,MIRAGE,popqa
mirage:popqa:00e6518d-0dc2-4893-8877-d1961c2ba127,Who was the director of Happy End?,MIRAGE,popqa
mirage:popqa:37a28624-8c38-428d-bf5f-ad62350612cd,What is Tura the capital of?,MIRAGE,popqa
mirage:popqa:f6586236-1dbc-4e27-8230-53f6e6b9ac4a,What is Dallas the capital of?,MIRAGE,popqa
mirage:popqa:0b895e7f-aec0-48b4-8080-b3b9f893acd1,Who was the screenwriter for The Chairman?,MIRAGE,popqa
mirage:popqa:3d6a356b-05cd-4a09-9a35-172f94d386b0,Who was the screenwriter for The Bet?,MIRAGE,popqa
mirage:popqa:9f2d92ce-5e42-4b9c-88cd-4f47c2cd1f00,Who was the screenwriter for Fears?,MIRAGE,popqa
mirage:popqa:5ec81d02-9865-4987-aa15-c6c58b005e2e,Who was the screenwriter for Death of a Batman?,MIRAGE,popqa
mirage:popqa:2be940e7-f686-4df4-ad60-4cbcaa078202,Who was the screenwriter for Lifetime Supply?,MIRAGE,popqa
mirage:popqa:3732cdec-cb42-44c2-afe9-1e310eacd336,"Who was the screenwriter for I, Mudd?",MIRAGE,popqa
mirage:popqa:e5a3c01f-f278-43b8-8cf7-25db2907b96c,Who was the screenwriter for Mary's Ankle?,MIRAGE,popqa
mirage:popqa:3cc4f341-29f2-48b5-9134-17a260fc7007,Who was the screenwriter for The Firm?,MIRAGE,popqa
mirage:popqa:6ba413f5-f7c7-492a-9aa4-612727dd6ec9,Who was the screenwriter for We Are Not Alone?,MIRAGE,popqa
mirage:popqa:194f1459-7d0f-4281-9714-fc63ca53dfa6,Who was the screenwriter for The Stud?,MIRAGE,popqa
mirage:popqa:78760362-5a13-44ef-896d-cbd85141c4eb,Who was the screenwriter for Slam?,MIRAGE,popqa
mirage:popqa:e9814e15-6fba-40d4-90dd-d8f08167d4fb,Who was the screenwriter for The Sea?,MIRAGE,popqa
mirage:popqa:1fdf7893-d81d-485f-bf96-c61a1c397818,Who was the screenwriter for The Broken?,MIRAGE,popqa
mirage:popqa:65fa31ad-fef4-4343-ac99-059e5f33f3cb,Who was the screenwriter for The Other Woman?,MIRAGE,popqa
mirage:popqa:4c640411-7505-4b01-951d-ace97d189ec0,Who was the screenwriter for The Invisible Hand?,MIRAGE,popqa
mirage:popqa:d01ada4e-268a-412f-932f-d6e890406da1,Who was the screenwriter for A Night in Sickbay?,MIRAGE,popqa
mirage:popqa:1d2f81ff-17dd-442d-abd3-1750cb427526,Who was the screenwriter for The Bet?,MIRAGE,popqa
mirage:popqa:a2976697-ec93-42de-b396-2447571c0117,Who was the screenwriter for Another Simpsons Clip Show?,MIRAGE,popqa
mirage:popqa:3d425b13-6887-4205-885a-bfc834fc3a0a,Who was the screenwriter for Cause and Effect?,MIRAGE,popqa
mirage:popqa:dd431c9d-ebaf-4d38-8b96-2fffb70a38be,Who was the screenwriter for Heavy?,MIRAGE,popqa
mirage:popqa:5cdfce56-fc27-4796-88f3-12bf185bd749,Who was the screenwriter for Making It?,MIRAGE,popqa
mirage:popqa:6af5fdcf-49be-478b-8166-9dcf61bb8fa6,Who was the screenwriter for The Amazing Mrs Pritchard?,MIRAGE,popqa
mirage:popqa:43ea085c-4f4b-47d3-b4e8-9aa8f9051f74,Who was the screenwriter for The Nutcracker in 3D?,MIRAGE,popqa
mirage:popqa:36a833c2-5720-45d8-a01d-f10fc782dba1,Who was the screenwriter for Oregon?,MIRAGE,popqa
mirage:popqa:0509ecbd-30e8-4057-82fb-8d313686d01c,Who was the screenwriter for Army Daze?,MIRAGE,popqa
mirage:popqa:a545e337-8c22-454c-a627-c578925628ac,Who was the screenwriter for The Space Between?,MIRAGE,popqa
mirage:popqa:853886b8-a442-4505-ba3b-feb8aecc5a49,Who was the screenwriter for Max?,MIRAGE,popqa
mirage:popqa:4f207d8c-5b58-4fcf-87fd-d70d07f8ec28,Who was the screenwriter for A Matter of Time?,MIRAGE,popqa
mirage:popqa:4a775856-35e7-4e3f-952b-39fc9eab8e97,Who was the screenwriter for The Yards?,MIRAGE,popqa
mirage:popqa:1bb284e0-34dd-4333-8532-1e0e980f520d,Who was the screenwriter for The Garden?,MIRAGE,popqa
mirage:popqa:eaaee0da-cb59-4301-b2e7-e5cfbd602166,Who was the screenwriter for The Card?,MIRAGE,popqa
mirage:popqa:00ca7914-e305-4025-abcd-045e197e47d6,Who was the screenwriter for Made for Each Other?,MIRAGE,popqa
mirage:popqa:8d4e4897-fc2f-4859-95d5-c37f70b8bfbc,Who was the screenwriter for Yaare Koogadali?,MIRAGE,popqa
mirage:popqa:9199d4dd-b6d0-4817-8a90-ed0e1c56bd63,Who was the screenwriter for The Street?,MIRAGE,popqa
mirage:popqa:7548a699-d968-4dc7-bd0a-08d575f415d5,Who was the screenwriter for The Search?,MIRAGE,popqa
mirage:popqa:a6ffc2f3-faf5-43cb-9f3a-578264ed1738,Who was the screenwriter for The Ones?,MIRAGE,popqa
mirage:popqa:6df50411-306f-445a-8d50-d54f188ce698,Who was the screenwriter for Woman of Straw?,MIRAGE,popqa
mirage:popqa:32fb79c2-19ba-4739-89c5-de99611a3415,Who was the screenwriter for Mental?,MIRAGE,popqa
mirage:popqa:9d83fed6-0bc8-4581-b46e-982f87f55355,Who was the screenwriter for Dream On?,MIRAGE,popqa
mirage:popqa:ed6ea739-9aaa-4fb3-a846-034dec2aea9e,Who was the composer of Kärleken är?,MIRAGE,popqa
mirage:popqa:489d9905-17d8-4f50-979e-d1e68322e045,Who was the composer of Survivor?,MIRAGE,popqa
mirage:popqa:d87edc40-cdaf-4d63-b09a-3bbaec060c80,Who was the composer of La permission de dix heures?,MIRAGE,popqa
mirage:popqa:689b6cbe-8a49-493e-92c3-b5e5957cb95a,Who was the composer of From Above?,MIRAGE,popqa
mirage:popqa:2607d204-374e-43be-9f77-13da5ba6087e,Who was the composer of Walker?,MIRAGE,popqa
mirage:popqa:3632a427-d968-4f80-8000-2d3230911edb,Who was the composer of Ode?,MIRAGE,popqa
mirage:popqa:44fdb180-c8c9-4536-9b47-5196001aca8a,Who was the composer of The Party's Over?,MIRAGE,popqa
mirage:popqa:3cd52b48-6740-481f-b970-04b8ef14fbe7,Who was the composer of Delta?,MIRAGE,popqa
mirage:popqa:ae5c5057-80fd-47b2-b994-e5f5f7ad2886,Who was the composer of Shadow?,MIRAGE,popqa
mirage:popqa:e33a9bf4-1b03-4657-975e-b3cdfde43526,Who was the composer of Dad?,MIRAGE,popqa
mirage:popqa:c0f7806b-34e9-49f3-b16a-32ce42072ae5,Who was the composer of Candy?,MIRAGE,popqa
mirage:popqa:1d62d27a-67ad-4722-a1f2-044c550468ab,Who was the composer of Roma?,MIRAGE,popqa
mirage:popqa:f3068ace-77ce-4293-8486-8190d66db28a,Who was the composer of Celebration?,MIRAGE,popqa
mirage:popqa:e10e75a4-dd4e-43d0-aa10-b4549bb5fa6c,Who was the composer of Love Story?,MIRAGE,popqa
mirage:popqa:3f329fcb-ab16-4959-ba75-a6b6362dde5a,Who was the composer of Over There?,MIRAGE,popqa
mirage:popqa:710c5a95-aeac-4be3-9dd9-1ca94a5ac02b,Who was the composer of Yare Nee Abhimani?,MIRAGE,popqa
mirage:popqa:70518546-756d-4cc2-909d-7b1cf648c8a1,Who was the composer of Mandira?,MIRAGE,popqa
mirage:popqa:09f203a0-b3c2-46f8-8910-3beb5d44f9c2,Who was the composer of Smile?,MIRAGE,popqa
mirage:popqa:cc5fb6eb-f167-4697-829c-5608f2a14de8,Who was the composer of Tales of the Tempest?,MIRAGE,popqa
mirage:popqa:b8472e62-8fd4-4bdf-ac9a-fc84eba9a30a,Who was the composer of Ek Nari Ek Brahmachari?,MIRAGE,popqa
mirage:popqa:b9712b52-02cc-43cd-bdac-230b293ca007,Who was the composer of Good News?,MIRAGE,popqa
mirage:popqa:89c3ec0c-6544-4962-9505-84107f5da704,Who was the composer of Imagination?,MIRAGE,popqa
mirage:popqa:dd94d721-3b3f-46d2-8c86-b8646b0c0d8f,Who was the composer of Patience?,MIRAGE,popqa
mirage:popqa:8b04e0ff-4719-49d9-bf4e-73a0cbccd728,Who was the composer of The Wind in the Willows?,MIRAGE,popqa
mirage:popqa:c6420c20-71ba-4ffe-8a63-88d9aadca7b7,Who was the composer of Aandan Adimai?,MIRAGE,popqa
mirage:popqa:feb9310e-c2a6-463e-bca1-fa8165b48f74,Who was the composer of Billa?,MIRAGE,popqa
mirage:popqa:2da3245c-a4f7-426d-806f-824c355981c6,Who was the composer of I Will Be There?,MIRAGE,popqa
mirage:popqa:9cbe80ee-a29d-4cff-8bfe-2dc815efaa3c,Who was the composer of Hey Ram?,MIRAGE,popqa
mirage:popqa:ac022d57-9085-46e5-b816-19026880bc40,What is the religion of José Palmeira Lessa?,MIRAGE,popqa
mirage:popqa:d70be736-29d0-42b5-9642-c0b608f9723b,What is the religion of Northland International University?,MIRAGE,popqa
mirage:popqa:cbd5ee47-257c-4832-9c86-d215180b848e,What sport does Luciano Vella play?,MIRAGE,popqa
mirage:popqa:e11062e2-e74d-47cd-8917-58ac4bb3649a,What sport does Dipu Ghosh play?,MIRAGE,popqa
mirage:popqa:ee3f86ca-4cb9-4192-80e5-2d4df6887680,What sport does Dumitru Hubert play?,MIRAGE,popqa
mirage:popqa:afb74f5f-cff8-44f8-96e0-c6846c04bf26,What sport does Christophe Ott play?,MIRAGE,popqa
mirage:popqa:ac37dad8-5702-4b6e-bd48-9649d3e2c5e9,What sport does Stephen Connor play?,MIRAGE,popqa
mirage:popqa:1de413b9-6c8e-4743-b4d6-36ef7e89a3bc,What sport does David Homoláč play?,MIRAGE,popqa
mirage:popqa:a6fd90ea-9e4e-4da9-82f1-293b373f421c,What sport does Alex Crombie play?,MIRAGE,popqa
mirage:popqa:0dd3291a-2613-47bc-a2b1-242c43016c65,What sport does HK Vojvodina play?,MIRAGE,popqa
mirage:popqa:785e395a-14cd-400b-9c37-6868bd21a673,What sport does Gustavo García play?,MIRAGE,popqa
mirage:popqa:a2c50c52-de65-4add-ae20-da4ac3d5e0fe,What sport does Mohammed Amine Kabli play?,MIRAGE,popqa
mirage:popqa:bbd91d43-fa33-49c7-999e-d116d0d4dae0,What sport does Tony Wagstaff play?,MIRAGE,popqa
mirage:popqa:2469e473-5944-4157-b8d5-3c361dbd1cb9,What sport does Ed Wachter play?,MIRAGE,popqa
mirage:popqa:a868ae52-6636-4cc5-ab76-5d812e71f25f,What sport does Guilherme Andrade play?,MIRAGE,popqa
mirage:popqa:91402486-28fe-441d-bcd1-fc4168ddfcb4,What sport does Abdoul Camara play?,MIRAGE,popqa
mirage:popqa:494dce77-7358-45a8-94b7-350c2e94fc69,What sport does Petr Bříza play?,MIRAGE,popqa
mirage:popqa:1d046a02-10a2-496e-9d1d-b67cf27324d5,What sport does Hugo Rubio play?,MIRAGE,popqa
mirage:popqa:53dca5eb-4519-4727-b4b0-aa22f72ddc07,What sport does E Sour El Ghozlane play?,MIRAGE,popqa
mirage:popqa:bf169ad5-8987-4249-9f10-1bf5fbb2cab4,What sport does Daniel Manzato play?,MIRAGE,popqa
mirage:popqa:8f48578a-5260-4033-8a02-8be608438c84,What sport does Maxwell Griffin play?,MIRAGE,popqa
mirage:popqa:fee629d3-487c-4aeb-908a-617767354817,What sport does Ron Douglas play?,MIRAGE,popqa
mirage:popqa:02b7bcfe-e7e5-48d7-acd1-0a0b7521b9dd,What sport does Marko Vidović play?,MIRAGE,popqa
mirage:popqa:4517cc68-76af-4b42-b051-e687a40874a3,What sport does Mark Smalley play?,MIRAGE,popqa
mirage:popqa:0197e925-80f4-4356-b9c0-faee8b4b0178,What sport does Ondřej Kušnír play?,MIRAGE,popqa
mirage:popqa:937d8cba-da13-45f8-9899-8c7c1e7fc4ed,What sport does Vitālijs Astafjevs play?,MIRAGE,popqa
mirage:popqa:86309972-2415-471d-be6b-07e57827d438,Who is the author of Watchers at the Strait Gate?,MIRAGE,popqa
mirage:popqa:a46e59a7-0aa3-44a4-8877-2dc9269a7766,Who is the author of Gone for Good?,MIRAGE,popqa
mirage:popqa:089c4e1a-55a6-401a-8624-e3f049ea186f,Who is the author of The Last Days?,MIRAGE,popqa
mirage:popqa:e9fcbd9c-4402-42e3-b48b-4f8e8b09d381,Who is the author of Yellow?,MIRAGE,popqa
mirage:popqa:b18ac2cd-fe09-4eee-a816-58a6682aeff2,Who is the author of Hard Time?,MIRAGE,popqa
mirage:popqa:01570018-cd65-4e49-ac6f-a5204a6a7ce2,Who is the author of Dancing After Hours?,MIRAGE,popqa
mirage:popqa:05774cbc-05a4-4b98-9341-12d1d8fa6327,Who is the author of Mystery?,MIRAGE,popqa
mirage:popqa:7004e4bc-93dc-4fc6-865a-516768d8229b,Who is the author of Caleb West?,MIRAGE,popqa
mirage:popqa:a363ac1b-0429-4221-bd53-3a0debc395a5,Who is the author of The New Troy?,MIRAGE,popqa
mirage:popqa:0baa788e-45b2-4981-9407-35a92164317c,Who is the author of Bodies?,MIRAGE,popqa
mirage:popqa:d824e688-b083-4e4c-ab36-354809ed54e9,Who is the author of Silence?,MIRAGE,popqa
mirage:popqa:47724e5c-8d77-4341-8675-f51c8d8855e0,Who is the author of Dancing on Coral?,MIRAGE,popqa
mirage:popqa:85a87d08-2e02-46e6-bbaa-2d1655fe6cb2,Who is the author of The Wrestling?,MIRAGE,popqa
mirage:popqa:042790db-bdd5-43d3-a5a0-2170d3ad9c47,Who is the author of O dia das calças roladas?,MIRAGE,popqa
mirage:popqa:1235f728-dbaf-4b8d-88e0-66de43958b6b,Who is the author of My Life?,MIRAGE,popqa
mirage:popqa:c43553a1-3a66-40e3-ac8f-2efb8d31db92,Who is the author of Travels?,MIRAGE,popqa
mirage:popqa:7534027c-b89b-431d-9633-8b8dc7a02610,Who is the author of Out of This World?,MIRAGE,popqa
mirage:popqa:0f24a189-6dcd-48aa-8f3d-14bf2a16703d,Who is the author of Stiff?,MIRAGE,popqa
mirage:popqa:568c4ee9-7a68-4525-bb47-63341d9ee546,Who is the author of Deadline?,MIRAGE,popqa
mirage:popqa:92839fe2-1fda-4ec7-992f-5baf88031c39,Who is the author of One Day at a Time?,MIRAGE,popqa
mirage:popqa:6b2e773a-71a3-4971-bfb6-a2a625ba3cfc,Who is the author of What's Become of Waring?,MIRAGE,popqa
mirage:popqa:dbf8d185-094e-4e0d-85a9-0cc841a428f0,Who is the author of Storm?,MIRAGE,popqa
mirage:popqa:659c272b-c972-4c1d-8a83-ba621db944ce,Who is the author of Over the Edge?,MIRAGE,popqa
mirage:popqa:dbf5ccdc-e00e-405c-885f-59d862a287d3,Who is the author of Satis Cognitum?,MIRAGE,popqa
mirage:popqa:badb47d2-d605-4f28-bbbb-6490f65dab0b,Who is the author of What You Make It?,MIRAGE,popqa
mirage:popqa:3e0c30ec-9d68-48dd-9a61-e08a94d3a4b3,Who is the author of Out of Order?,MIRAGE,popqa
mirage:popqa:d9a40998-4fb5-48b8-8417-b238bef09155,Who is the author of History?,MIRAGE,popqa
mirage:popqa:ebec0af6-31f0-4edc-9a97-465c1057cd1d,Who is the author of The Rain Before It Falls?,MIRAGE,popqa
mirage:popqa:8e3e53a8-74be-4680-a766-b7deeb530906,Who is the author of The Driver?,MIRAGE,popqa
mirage:popqa:4524b9bd-f736-40b4-904a-4b1d38ae6a1d,Who is the author of Significant Others?,MIRAGE,popqa
mirage:popqa:a54ca801-5a04-4720-83c8-446d5d46d0ba,Who is the author of Come On Over?,MIRAGE,popqa
mirage:popqa:c1bd08ae-298f-49ed-8f04-8693bb59f50b,Who is the author of Rose Hip Rose?,MIRAGE,popqa
mirage:popqa:97854520-b322-439d-9326-6e0b9496ed5d,Who is the author of The Isle of Voices?,MIRAGE,popqa
mirage:popqa:dab30c53-f82f-4f25-a8f3-e3da41099d65,Who is the author of Prosopography of the Later Roman Empire?,MIRAGE,popqa
mirage:popqa:aa0619e4-5ce5-4fd9-a9f7-1c0713702a67,Who is the author of Limitations?,MIRAGE,popqa
mirage:popqa:2715d974-2d19-4200-8348-d055e92a4628,Who is the author of Images?,MIRAGE,popqa
mirage:popqa:edb58ef8-bd81-4d86-928f-e3e04366c3d2,Who is the author of A Darker Domain?,MIRAGE,popqa
mirage:popqa:b6204daa-7b82-4dc8-bc8f-269d081d3fb3,Who is the author of Titanic 2020?,MIRAGE,popqa
mirage:popqa:525e8a1a-fa69-43fd-94a0-b9f6cbdcc9f0,Who is the author of The Chaos Code?,MIRAGE,popqa
mirage:popqa:31b1bf3a-99e9-44f0-89c5-17d1abf2b942,Who is the author of Crazy?,MIRAGE,popqa
mirage:popqa:cb6b498a-c5d8-4aca-996b-794a3d11b820,Who is the author of Ally?,MIRAGE,popqa
mirage:popqa:911dfccd-591c-49f5-9bdc-f05279ed54db,Who is the author of Keeping the Moon?,MIRAGE,popqa
mirage:popqa:899b027e-601c-44f2-b0ee-036099b2653b,Who is the author of The Secret Diaries of Miss Miranda Cheever?,MIRAGE,popqa
mirage:popqa:d7c51c1c-81dd-48c2-bc7c-6bc232319662,Who is the author of Rivals?,MIRAGE,popqa
mirage:popqa:60a024c0-488b-4a05-8273-5e30c327c2e4,Who is the author of Do The Work?,MIRAGE,popqa
mirage:popqa:d96f1ebe-3d7a-4e14-a4bd-833519608e33,Who is the author of Falling?,MIRAGE,popqa
mirage:popqa:964f050b-9aa1-401d-b78e-c7c858bf672c,Who is the author of The Sun Chemist?,MIRAGE,popqa
mirage:popqa:314cefdf-1667-436e-a19f-57f3df655500,Who is the author of Let's Take the Long Way Home?,MIRAGE,popqa
mirage:popqa:dd56bb69-423f-484f-85ff-0c62015a3968,Who is the author of Plus?,MIRAGE,popqa
mirage:popqa:6e6ae920-fde8-45de-a62e-b293abf780e6,Who is the author of Chronicon?,MIRAGE,popqa
mirage:popqa:9d3e398f-70ff-4dcb-8234-e3ad5c774761,Who is the author of Capitol?,MIRAGE,popqa
mirage:popqa:51a6c382-8f29-45c1-926f-814d1cc9b30f,Who is the author of Lighthouse?,MIRAGE,popqa
mirage:popqa:aaf5cdb7-7498-406a-a40d-6f971109e977,Who is the author of 8?,MIRAGE,popqa
mirage:popqa:b2ffc114-9c83-421b-b946-b44c367b7a96,Who is the author of Meltdown?,MIRAGE,popqa
mirage:popqa:233d6058-1665-43b1-ae2a-13f64c9297c3,Who is the author of Fruits?,MIRAGE,popqa
mirage:popqa:b694cdaf-9d4d-438a-8626-544752653e89,Who is the author of Federation?,MIRAGE,popqa
mirage:popqa:a83b2674-0564-48bf-bd1c-f2893cc7d718,Who is the author of K.?,MIRAGE,popqa
mirage:popqa:2da3c9a2-c12d-42ac-81da-f682286f914e,Who is the author of Up Till Now: The Autobiography?,MIRAGE,popqa
mirage:popqa:4eac3e62-bd99-4538-9af9-5564d8f68cd3,Who is the author of F?,MIRAGE,popqa
mirage:popqa:dd6d8011-ff79-4006-9e6e-fe305b965764,Who is the author of Rigged?,MIRAGE,popqa
mirage:popqa:a5ea2a5f-008c-4995-9e1b-c3979926a1ae,Who is the author of Sweat?,MIRAGE,popqa
mirage:popqa:85e55799-df58-4ca3-8c37-3ea65325d07f,"Who is the mother of Prince Louis, Duke of Nemours?",MIRAGE,popqa
mirage:popqa:b59a82e9-320b-4246-ad7b-e8f4300e7295,Who is the mother of Pierre Napoleon Bonaparte?,MIRAGE,popqa
mirage:popqa:841191be-f9a4-45ee-ac1e-e7ff876ee666,Who is the mother of Wenceslaus IV of Bohemia?,MIRAGE,popqa
mirage:popqa:a126bce7-abbb-4ba3-badb-99254ea3a3f3,Who is the mother of New Approach?,MIRAGE,popqa
mirage:popqa:53994b5c-1364-4bd7-b264-2235e65811a6,Who is the mother of Henry of England?,MIRAGE,popqa
mirage:popqa:c01911e4-f4f7-4b7d-bdd9-d9237e2b5003,Who is the mother of Crispian Mills?,MIRAGE,popqa
mirage:popqa:f8844ba5-6580-4cd4-a798-97f1b2e80c71,What is the capital of Lys?,MIRAGE,popqa
mirage:popqa:05d8e8e9-2440-4876-acbe-c443cd937664,What is the capital of Ter?,MIRAGE,popqa
mirage:popqa:50fb89ca-de5b-46b0-8a09-68089b1a211f,What is the capital of Meta?,MIRAGE,popqa
mirage:ifqa:53016e33-8f93-4313-ab00-8e4c64b5333e,"If Taiwo Hassan and Sweatshirt had agreed to Christian Rich's original idea for the song ""Chum"", who would have performed the hook?",MIRAGE,ifqa
mirage:ifqa:69f57866-ee05-4a19-9cb1-38df6a6790e2,"If the Irish gambling site Paddy Power had not changed their initial prediction for the favorite to win Amazon HQ2, which city would have been their top choice?",MIRAGE,ifqa
mirage:ifqa:35d5d1c3-6d5f-4418-a5d1-b77db3f1894e,"If the farm, which is now the UGA Equestrian Complex, hadn't been constructed until the year it was acquired by the University of Georgia, for which Olympic Games would it not have served as a training site?",MIRAGE,ifqa
mirage:ifqa:1c243b90-e1c4-4767-9578-c302b92d2ed4,"If Jenifer Ellen Ringer had never relocated from her childhood home, in which state would she currently reside?",MIRAGE,ifqa
mirage:ifqa:8ee823a9-fefa-476d-ab64-14b2f53fe5c0,"If the seaside resort in Victoria, Australia had retained its original name, what would Torquay be known as today?",MIRAGE,ifqa
mirage:ifqa:82c47687-7cb8-4c75-b95b-5e19fbb19310,"If Hadise Açıkgöz's parents had given the name ""Hadise"" to the child they originally intended, which of her siblings would have been named ""Hadise""?",MIRAGE,ifqa
mirage:ifqa:34d1b772-086e-4ff0-931e-4dc1edde22cd,"If the Roman Empire had not arrived in southern Scotland, which tribe would have originally inhabited the River Clyde and its surrounding area?",MIRAGE,ifqa
mirage:ifqa:cf8fc4bc-b92c-4cbd-814a-3c6f059222ab,"If a south to southeasterly flow, produced by strong high pressure aloft over the desert southwest in connection with the summer monsoon, drives the offshore marine layer up the coastline during the summer, what is this phenomenon known as?",MIRAGE,ifqa
mirage:ifqa:19e17f6e-10e2-4e27-8336-db37f005f320,"If the Hudson Highland Suspension Bridge Company had successfully built their proposed bridge over the Hudson River in 1868, which two locations would it have connected?",MIRAGE,ifqa
mirage:ifqa:474587a4-d821-468a-9ac4-1ab7065d7cfa,"If the maritime route hypothesis is accurate and Buddhism remained confined to its original practice areas, which modern-day regions in China would be associated with Buddhism?",MIRAGE,ifqa
mirage:ifqa:c18ab18d-970a-4969-b662-06ae1a7533a1,"If the Mossad, the Israeli intelligence agency, had proceeded with their initial plan to assassinate a high-ranking Syrian official in London, who would have been the targeted individual?",MIRAGE,ifqa
mirage:ifqa:417bfda5-a3f0-4fd0-bcda-396c1ec625ad,"If a New York City judge hadn't ruled in favor of Max B, which record label would have been prevented from releasing the album ""Vigilante Season""?",MIRAGE,ifqa
mirage:ifqa:42368abb-afaa-4c2f-b136-71d3be3c3668,"If the members of Quest Crew hadn't disbanded, which dance troupe would they have continued to perform with?",MIRAGE,ifqa
mirage:ifqa:4abc0b13-b21f-4652-afef-a8575f029380,"If Adam Chandler hadn't interfered and replaced the sperm donation for Liza Colby's artificial insemination, who would have been the biological father of Colby Marian Martin?",MIRAGE,ifqa
mirage:ifqa:38f45789-2ef3-4584-b144-03f9c113c5da,"If Percy Cradock had been defeated in the 1950 election for Chairman of the Cambridge Union Society, who would have taken the position?",MIRAGE,ifqa
mirage:ifqa:2dabe51a-399c-431a-b96a-d7a52d6a661c,"If Larry Adler hadn't been blacklisted in the United States, which 1953 film would have originally credited his work on the soundtrack?",MIRAGE,ifqa
mirage:ifqa:c3ec9845-61f5-4bd1-8639-673519bb1d67,"If there hadn't been time constraints during the filming of ""Colony"", which scene would have been included in the series?",MIRAGE,ifqa
mirage:ifqa:74ebf36a-223a-4b8e-acad-30b6d9d9e961,"If Charles Carroll of Carrollton hadn't donated the bricks to the Sulpicians, what was the original intended use for these bricks?",MIRAGE,ifqa
mirage:ifqa:f680d35f-70bd-4179-8fd1-1e9d282b8614,"If the construction of the Ryugyong Hotel in Pyongyang, North Korea had been completed as initially planned, how many revolving restaurants would it have featured?",MIRAGE,ifqa
mirage:ifqa:d43bd678-6ba4-496a-b11f-50d4148a9211,"If the name ""Old Trafford"" originated from the existence of two Trafford Halls, Old Trafford Hall and New Trafford Hall, when was Old Trafford Hall demolished?",MIRAGE,ifqa
mirage:ifqa:afce7501-f4d8-4cd1-9968-ceab9b2f2f59,"If the mu meson had turned out to be the particle that Hideki Yukawa had predicted, what could it have been named?",MIRAGE,ifqa
mirage:ifqa:c60b7eff-2b9e-4512-b123-e48c791a6178,"If the film ""Blue Steel"" had been produced with its original budget, how much money would have been allocated for its production?",MIRAGE,ifqa
mirage:drop:5d486cd8-cae8-498b-8c3b-9ee7c6e3dec4,Which team does Qwens play for?,MIRAGE,drop
mirage:drop:36f6a18e-393e-4ffb-bf73-e28226dbcb6b,"Out of the 50,000 men how many cavalry regiments and infantry battalions were organized?",MIRAGE,drop
mirage:drop:58010a61-9d18-4bc7-a84f-56d1561192a3,Which age group had the highest population?,MIRAGE,drop
mirage:drop:205757f1-4e5d-4997-8103-f9f61bf5a418,How widespread was resistance to the conscription upon the introduction of the new law?,MIRAGE,drop
